0.9460651,0.85223806,0.757108,0.6947144,0.6535013,0.62614733,0.6079519,0.5958541,0.58783954,0.5825715,0.5791569,0.57699555,0.57568234,0.5749421,0.5745875,0.019999731
0.91549444,0.84913033,0.7564144,0.6944854,0.6534188,0.6261189,0.607944,0.59585375,0.5878414,0.5825735,0.57915825,0.57699627,0.5756824,0.57494175,0.57458687,0.019996477
0.7918434,0.80708194,0.7463289,0.69104236,0.6520748,0.62557197,0.60772336,0.59576833,0.58781,0.5825612,0.5791506,0.57698804,0.5756722,0.5749297,0.5745735,0.5744749
0.7384485,0.7279539,0.71189547,0.67720747,0.6461123,0.62285507,0.60643417,0.5951312,0.58747554,0.5823675,0.57902235,0.5768904,0.57558984,0.5748562,0.5745061,0.57440907
0.69322073,0.6731106,0.66403663,0.6498204,0.63179004,0.6153834,0.6024417,0.592916,0.5861818,0.58156085,0.57848,0.57649744,0.5752866,0.5746112,0.5743012,0.5742246
0.64876604,0.63572675,0.6248724,0.6184324,0.6107036,0.60219836,0.5943534,0.5879096,0.5830006,0.5794619,0.5770333,0.5754555,0.5745063,0.5740081,0.57382166,0.57381576
0.6036823,0.60101825,0.59448695,0.59087014,0.58829457,0.58549243,0.5824815,0.5796351,0.5772353,0.5753969,0.5741129,0.5733123,0.57290155,0.57278526,0.57287276,0.57303274
0.5554541,0.56268644,0.564946,0.56562054,0.56655025,0.567482,0.5681512,0.5685512,0.56879836,0.56901526,0.56928515,0.56964684,0.57010543,0.5706424,0.5712178,0.57168746
0.50292414,0.5185719,0.5309201,0.5381544,0.543503,0.5479754,0.55181456,0.55509335,0.55788314,0.5602715,0.5623454,0.56417775,0.56582105,0.5673039,0.5686195,0.56957906
0.44711772,0.46922642,0.4908528,0.50559604,0.5165739,0.5253624,0.532714,0.5389958,0.5444126,0.54910445,0.5531826,0.55673975,0.5598502,0.5625646,0.5648863,0.5665341
0.39059943,0.41703522,0.4459514,0.46768156,0.48465088,0.49838915,0.50983745,0.5195737,0.52796334,0.53525084,0.5416112,0.5471763,0.5520458,0.5562851,0.55989236,0.5624405
0.33625644,0.36502552,0.39881843,0.42604792,0.44838303,0.4670202,0.48281148,0.4963631,0.50810915,0.51836526,0.5273655,0.53528553,0.54225445,0.5483515,0.55356014,0.5572502
0.2863434,0.31582555,0.35221696,0.38310033,0.40953714,0.4323488,0.4521766,0.46952355,0.4847856,0.49827534,0.51023954,0.520871,0.5303125,0.53864616,0.54582494,0.5509495
0.24212116,0.27115405,0.30830792,0.34109992,0.37017277,0.39604706,0.4191526,0.43984804,0.45843402,0.4751627,0.49024367,0.5038464,0.51609623,0.5270522,0.53660995,0.54351866
0.20395532,0.23179877,0.26840487,0.30169782,0.3320584,0.3598054,0.38521144,0.4085118,0.42991054,0.44958386,0.46768102,0.48432228,0.49958855,0.51348865,0.5258276,0.53490764
0.17160103,0.19784544,0.23306593,0.26584896,0.29642177,0.32498378,0.35171142,0.37676078,0.40026918,0.42235544,0.44311818,0.46263072,0.480926,0.49795252,0.51340246,0.5250364
0.92814356,0.80154574,0.6724677,0.5854617,0.5256031,0.483833,0.45443892,0.43368822,0.4190689,0.40884936,0.40181297,0.3970915,0.39405817,0.3922559,0.39134926,0.066666365
