0.9514926,0.92786914,0.8719803,0.8269005,0.79074705,0.7617326,0.73841906,0.71966404,0.7045604,0.69238627,0.68256587,0.6746397,0.6682397,0.6630713,0.65889776,0.655529,0.6528121,0.6506237,0.6488643,0.6474536,0.6463264,0.6454301,0.6447218,0.64416677,0.64373666,0.64340836,0.6431631,0.64298546,0.6428628,0.6427847,0.64274293,0.642735
0.9514926,0.92786914,0.8719803,0.8269005,0.79074705,0.7617326,0.73841906,0.71966404,0.7045604,0.69238627,0.68256587,0.6746397,0.6682397,0.6630713,0.65889776,0.655529,0.6528121,0.6506237,0.6488643,0.6474536,0.6463264,0.6454301,0.6447218,0.64416677,0.64373666,0.64340836,0.6431631,0.64298546,0.6428628,0.6427847,0.64274293,0.642735
0.92538494,0.9172517,0.8693085,0.82577,0.79017127,0.7614127,0.73823303,0.71955335,0.7044939,0.6923462,0.6825421,0.6746258,0.6682319,0.6630671,0.65889573,0.6555282,0.6528119,0.6506237,0.6488644,0.6474536,0.6463263,0.6454299,0.64472145,0.6441663,0.6437361,0.64340776,0.6431625,0.6429848,0.6428621,0.6427841,0.6427423,0.64273435
0.85917485,0.8778,0.8579304,0.8210062,0.78776056,0.7600682,0.73744124,0.71907175,0.7041952,0.6921589,0.68242383,0.6745509,0.66818434,0.6630367,0.65887606,0.6555152,0.6528029,0.6506172,0.6488592,0.64744914,0.64632225,0.6454259,0.6447176,0.6441625,0.6437323,0.64340407,0.64315885,0.6429813,0.64285874,0.6427809,0.64273924,0.6427313
0.80883765,0.8230635,0.83168495,0.80891806,0.78149986,0.7565364,0.73533493,0.71776855,0.70336837,0.6916245,0.6820734,0.6743181,0.66802746,0.6629293,0.6588009,0.65546113,0.6527627,0.65058595,0.648834,0.6474279,0.64630365,0.6454093,0.6447024,0.64414835,0.6437192,0.6433918,0.6431474,0.6429706,0.6428489,0.6427718,0.6427307,0.6427231
0.7824195,0.78212905,0.7947193,0.7874553,0.76933086,0.7493738,0.73094976,0.71499616,0.7015705,0.6904344,0.68127143,0.6737684,0.66764414,0.6626568,0.658603,0.65531373,0.6526498,0.6504969,0.64876163,0.6473675,0.64625186,0.6453639,0.644662,0.6441121,0.64368635,0.643362,0.64312035,0.64294606,0.6428266,0.64275163,0.6427124,0.64270526
0.7637092,0.7562953,0.7590718,0.75984263,0.7510753,0.73767364,0.72340393,0.71004933,0.69826835,0.68819094,0.6797211,0.6726789,0.666865,0.6620892,0.658181,0.6549932,0.6524006,0.6502986,0.64860004,0.6472329,0.6461376,0.64526534,0.64457583,0.64403605,0.64361876,0.6433018,0.6430665,0.642898,0.64278376,0.6427134,0.6426781,0.6426722
0.7459511,0.7373958,0.73116684,0.73228455,0.7293736,0.722057,0.7125159,0.7025072,0.69302,0.6845035,0.67709875,0.67078817,0.66548115,0.66105974,0.6574017,0.6543921,0.6519281,0.6499199,0.64829075,0.64697593,0.64592063,0.6450797,0.6444152,0.6438959,0.64349586,0.6431934,0.64297104,0.6428138,0.6427096,0.642648,0.6426201,0.6426164
0.72777534,0.72056353,0.710315,0.70876926,0.7078379,0.70456225,0.6991438,0.69257545,0.68572533,0.6791528,0.67315626,0.6678595,0.66328216,0.6593878,0.6561126,0.6533833,0.65112627,0.64927256,0.6477601,0.6465347,0.64554906,0.6447632,0.6441432,0.6436604,0.64329094,0.6430146,0.64281476,0.6426772,0.64259034,0.642544,0.6425287,0.64252895
0.708997,0.7038555,0.69360983,0.68981814,0.68873227,0.68736476,0.68476486,0.68106973,0.6767416,0.6722226,0.6678318,0.663763,0.6601142,0.6569187,0.65416944,0.65183705,0.6498813,0.648258,0.6469235,0.64583695,0.64496106,0.6442633,0.643715,0.64329153,0.6429717,0.6427377,0.6425743,0.6424685,0.6424094,0.64238715,0.64239216,0.6423987
0.68944836,0.6864672,0.67855173,0.6740973,0.6724489,0.67169774,0.670673,0.6689961,0.6667258,0.6640794,0.661286,0.658528,0.6559298,0.6535648,0.65146726,0.64964503,0.6480889,0.6467799,0.6456939,0.64480555,0.6440892,0.6435212,0.64307964,0.6427451,0.6425003,0.64233035,0.6422221,0.6421644,0.6421471,0.6421611,0.6421964,0.6422124
