0.99775857,0.99977905,0.9999328,1.019376,1.0389874,1.0400046,1.0402477,1.0403312,1.0403652,1.0403926,1.0403888,0.00017567861,0.97984284,1.0403954,0.18588443,0.3723331
0.9687982,0.9968775,0.9990606,1.0155692,1.0387416,1.0398924,1.0401832,1.0402957,1.0403438,1.040367,1.0403792,1.0403862,1.0403903,1.0403928,1.0404147,1.040395
0.8506487,0.94886726,0.9822188,1.0027497,1.0347484,1.0380174,1.0391347,1.0397211,1.0399956,1.040142,1.040229,1.0402849,1.040323,1.0403502,1.04037,1.0403793
0.7729434,0.8399905,0.91300404,0.9670983,1.0175292,1.0296689,1.0346462,1.0372525,1.0384942,1.0391703,1.0395792,1.0398467,1.0400318,1.0401657,1.0402645,1.0403116
0.6515573,0.718207,0.8032189,0.9021605,0.9775377,1.0084511,1.023219,1.03081,1.0345254,1.0365834,1.0378426,1.0386724,1.0392505,1.03967,1.0399809,1.0401291
0.50472105,0.5838322,0.70137537,0.8274128,0.9198429,0.97232395,1.0021228,1.0181847,1.0265086,1.0312725,1.0342435,1.0362245,1.0376153,1.0386298,1.0393842,1.039745
0.3658525,0.45823956,0.61836874,0.7588017,0.85893285,0.92665625,0.9714324,0.99802285,1.0130382,1.0220872,1.0279098,1.0318693,1.0346847,1.0367557,1.038305,1.0390478
0.25504664,0.35970747,0.54775095,0.6965388,0.8014385,0.87788403,0.93369687,0.9704708,0.9933778,1.008122,1.0180258,1.0249542,1.0299754,1.0337183,1.0365443,1.0379049
0.17593235,0.28869754,0.48540688,0.6373632,0.7464008,0.8284808,0.89160645,0.93681055,0.96766347,0.98895913,1.004002,1.0149091,1.0230178,1.0291737,1.033883,1.0361639
0.12285691,0.23815763,0.4300796,0.5802994,0.6920674,0.77838767,0.8466976,0.89856255,0.936676,0.96473145,0.98559976,1.0013479,1.0134183,1.0227964,1.0300956,1.0336593
0.08818737,0.20126125,0.3813324,0.5260275,0.6382811,0.72750527,0.79975724,0.8569717,0.9014382,0.935987,0.96294594,0.9841313,1.000919,1.0143175,1.0249678,1.030218
0.06561352,0.1732955,0.3387223,0.4755109,0.5859475,0.6764599,0.7515347,0.81304395,0.86295897,0.9034808,0.9364514,0.96336913,0.985431,1.0035576,1.0183159,1.0256683
0.050740637,0.1513246,0.30167505,0.42937487,0.5361513,0.6263026,0.7029772,0.7677348,0.8221851,0.86802596,0.9066911,0.93936944,0.9670351,0.9904477,1.0100054,1.0198497
0.04072632,0.1335501,0.26954654,0.38782078,0.489698,0.57806915,0.6551048,0.72201025,0.78002805,0.8304323,0.8743081,0.9125648,0.94595075,0.9750319,0.99996555,1.0126243
0.03378886,0.11884447,0.24169388,0.350733,0.44701484,0.5325376,0.6088223,0.67678565,0.73736286,0.791489,0.83996177,0.88344884,0.92248994,0.95745116,0.9881975,1.0038868
0.028822906,0.10647127,0.21751925,0.31780913,0.4082121,0.49017286,0.564808,0.6328399,0.694987,0.75194496,0.8043006,0.85253483,0.8970142,0.93791574,0.9747705,0.99357486
0.99791056,0.99982375,0.99995697,0.9999816,0.99999034,0.99999464,0.9999972,0.99999917,1.0000011,1.0000039,1.0000103,1.0000361,1.0019714,2.6709056,2.7425005,2.7511885
0.97082293,0.9974858,0.99940884,0.9997503,0.99987,0.9999275,0.999962,0.99998796,1.0000141,1.0000515,1.0001342,1.0004737,1.0244166,2.669488,2.7422423,2.7510726
0.88040036,0.95950675,0.9892569,0.9955178,0.99769276,0.9987131,0.99930996,0.9997473,1.0001737,1.0007712,1.002074,1.007343,1.2140003,2.651467,2.7384493,2.7492409
0.88452446,0.8948816,0.9508162,0.9761234,0.98708904,0.9925967,0.9958605,0.99821335,1.000431,1.003421,1.0097363,1.0339638,1.4197685,2.5918891,2.7233262,2.7414489
0.88781685,0.87029296,0.90170485,0.9372843,0.9608769,0.9755973,0.9853398,0.99269915,0.9996383,1.0087101,1.0269558,1.0894333,1.5417373,2.4806356,2.6860967,2.7208686
0.8784003,0.8634493,0.8715012,0.89764464,0.92466384,0.94708973,0.9650295,0.9803177,0.9956305,1.0156661,1.0537788,1.163883,1.6018016,2.336478,2.6164577,2.6787694
0.85907304,0.8519455,0.8546916,0.87023544,0.89233,0.91595304,0.93909043,0.9621436,0.98774445,1.0223461,1.0847167,1.2331707,1.6183019,2.1851125,2.5090837,2.6060717
0.83149666,0.8302549,0.8372803,0.8502761,0.86838925,0.8903049,0.91519725,0.9436638,0.9786873,1.027771,1.1115695,1.2779453,1.6005886,2.0372126,2.3660936,2.4958327
